Year,Month,Day,Period,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4
2020,11,6,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,25.6,25.6,25.6,25.6
2020,11,7,1,5.7,5.7,5.7,5.7,5.7,5.7,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,35,35,35,35
2020,11,7,2,4.2,4.2,4.2,4.2,4.2,4.2,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,23.2,23.2,23.2,23.2
2020,11,7,3,3.8,3.8,3.8,3.8,3.8,3.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,26.1,26.1,26.1,26.1
2020,11,7,4,3.8,3.8,3.8,3.8,3.8,3.8,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,25.7,25.7,25.7,25.7
2020,11,7,5,3.8,3.8,3.8,3.8,3.8,3.8,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,25.1,25.1,25.1,25.1
2020,11,7,6,12.3,12.3,12.3,12.3,12.3,12.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.6,19.6,19.6,19.6
2020,11,7,7,13.2,13.2,13.2,13.2,13.2,13.2,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,25.4,25.4,25.4,25.4
2020,11,7,8,13.2,13.2,13.2,13.2,13.2,13.2,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.3,23.4,23.4,23.4,23.4
2020,11,7,9,12.7,12.7,12.7,12.7,12.7,12.7,29,29,29,29,29,29,29,29,29,29,27.9,27.9,27.9,27.9
2020,11,7,10,13.2,13.2,13.2,13.2,13.2,13.2,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,30.2,30.2,30.2,30.2
2020,11,7,11,13.2,13.2,13.2,13.2,13.2,13.2,29,29,29,29,29,29,29,29,29,29,34.5,34.5,34.5,34.5
2020,11,7,12,13.2,13.2,13.2,13.2,13.2,13.2,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,31.1,31.1,31.1,31.1
2020,11,7,13,12.7,12.7,12.7,12.7,12.7,12.7,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,33.9,33.9,33.9,33.9
2020,11,7,14,13.2,13.2,13.2,13.2,13.2,13.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,13.9,13.9,13.9,13.9
2020,11,7,15,13.2,13.2,13.2,13.2,13.2,13.2,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,28.6,28.6,28.6,28.6
2020,11,7,16,14.2,14.2,14.2,14.2,14.2,14.2,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,27.9,27.9,27.9,27.9
2020,11,7,17,25.9,25.9,25.9,25.9,25.9,25.9,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,27.3,27.3,27.3,27.3
2020,11,7,18,26.4,26.4,26.4,26.4,26.4,26.4,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,28.1,28.1,28.1,28.1
2020,11,7,19,25.5,25.5,25.5,25.5,25.5,25.5,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,33.6,33.6,33.6,33.6
2020,11,7,20,26.4,26.4,26.4,26.4,26.4,26.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,35.9,35.9,35.9,35.9
2020,11,7,21,17,17,17,17,17,17,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,33.1,33.1,33.1,33.1
2020,11,7,22,13.2,13.2,13.2,13.2,13.2,13.2,27,27,27,27,27,27,27,27,27,27,33.5,33.5,33.5,33.5
2020,11,7,23,13.2,13.2,13.2,13.2,13.2,13.2,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,11.1,32,32,32,32
2020,11,7,24,12.7,12.7,12.7,12.7,12.7,12.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,15.9,15.9,15.9,15.9
2020,11,8,1,4.7,4.7,4.7,4.7,4.7,4.7,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,12.6,12.6,12.6,12.6
2020,11,8,2,3.8,3.8,3.8,3.8,3.8,3.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,16.7,16.7,16.7,16.7
2020,11,8,3,3.8,3.8,3.8,3.8,3.8,3.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,22.5,22.5,22.5,22.5
2020,11,8,4,3.8,3.8,3.8,3.8,3.8,3.8,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,10.1,10.1,10.1,10.1
2020,11,8,5,3.8,3.8,3.8,3.8,3.8,3.8,20,20,20,20,20,20,20,20,20,20,8.4,8.4,8.4,8.4
2020,11,8,6,4.7,4.7,4.7,4.7,4.7,4.7,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,10.1,10.1,10.1,10.1
2020,11,8,7,13.2,13.2,13.2,13.2,13.2,13.2,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,22.2,22.2,22.2,22.2
2020,11,8,8,13.2,13.2,13.2,13.2,13.2,13.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,24,24,24,24
2020,11,8,9,13.2,13.2,13.2,13.2,13.2,13.2,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,35.1,35.1,35.1,35.1
2020,11,8,10,13.2,13.2,13.2,13.2,13.2,13.2,29,29,29,29,29,29,29,29,29,29,35.2,35.2,35.2,35.2
2020,11,8,11,13.2,13.2,13.2,13.2,13.2,13.2,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,36.6,36.6,36.6,36.6
2020,11,8,12,18.9,18.9,18.9,18.9,18.9,18.9,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,35.1,35.1,35.1,35.1
2020,11,8,13,25.9,25.9,25.9,25.9,25.9,25.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,35.3,35.3,35.3,35.3
2020,11,8,14,25.5,25.5,25.5,25.5,25.5,25.5,30,30,30,30,30,30,30,30,30,30,27.3,27.3,27.3,27.3
2020,11,8,15,26.4,26.4,26.4,26.4,26.4,26.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,27.2,27.2,27.2,27.2
2020,11,8,16,26.4,26.4,26.4,26.4,26.4,26.4,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,27.4,27.4,27.4,27.4
2020,11,8,17,26.4,26.4,26.4,26.4,26.4,26.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,27.5,27.5,27.5,27.5
2020,11,8,18,26.4,26.4,26.4,26.4,26.4,26.4,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,27.9,27.9,27.9,27.9
2020,11,8,19,25.9,25.9,25.9,25.9,25.9,25.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,31.2,31.2,31.2,31.2
2020,11,8,20,26.4,26.4,26.4,26.4,26.4,26.4,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,35.7,35.7,35.7,35.7
2020,11,8,21,26.4,26.4,26.4,26.4,26.4,26.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,35.3,35.3,35.3,35.3
2020,11,8,22,14.6,14.6,14.6,14.6,14.6,14.6,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,36.1,36.1,36.1,36.1
2020,11,8,23,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,34.6,34.6,34.6,34.6
2020,11,8,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,27,27,27,27
2020,11,9,1,12.7,12.7,12.7,12.7,12.7,12.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,21.4,21.4,21.4,21.4
2020,11,9,2,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,19.3,19.3,19.3,19.3
2020,11,9,3,13.2,13.2,13.2,13.2,13.2,13.2,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,18.6,18.6,18.6,18.6
2020,11,9,4,12.7,12.7,12.7,12.7,12.7,12.7,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,20.4,20.4,20.4,20.4
2020,11,9,5,13.2,13.2,13.2,13.2,13.2,13.2,20,20,20,20,20,20,20,20,20,20,15.9,15.9,15.9,15.9
2020,11,9,6,13.2,13.2,13.2,13.2,13.2,13.2,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,5.2,5.2,5.2,5.2
2020,11,9,7,13.2,13.2,13.2,13.2,13.2,13.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,11.8,11.8,11.8,11.8
2020,11,9,8,13.2,13.2,13.2,13.2,13.2,13.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,26.6,26.6,26.6,26.6
2020,11,9,9,12.7,12.7,12.7,12.7,12.7,12.7,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,19.1,19.1,19.1,19.1
2020,11,9,10,13.2,13.2,13.2,13.2,13.2,13.2,29,29,29,29,29,29,29,29,29,29,22.8,22.8,22.8,22.8
2020,11,9,11,20.8,20.8,20.8,20.8,20.8,20.8,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,23.1,23.1,23.1,23.1
2020,11,9,12,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,23,23,23,23
2020,11,9,13,26.9,26.9,26.9,26.9,26.9,26.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,22.9,22.9,22.9,22.9
2020,11,9,14,27.4,27.4,27.4,27.4,27.4,27.4,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,23.1,23.1,23.1,23.1
2020,11,9,15,26.4,26.4,26.4,26.4,26.4,26.4,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,26.2,26.2,26.2,26.2
2020,11,9,16,26.4,26.4,26.4,26.4,26.4,26.4,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,29.8,31.7,31.7,31.7,31.7
2020,11,9,17,26.4,26.4,26.4,26.4,26.4,26.4,30,30,30,30,30,30,30,30,30,30,26.7,26.7,26.7,26.7
2020,11,9,18,26.9,26.9,26.9,26.9,26.9,26.9,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,35.2,35.2,35.2,35.2
2020,11,9,19,26.9,26.9,26.9,26.9,26.9,26.9,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,22.8,36,36,36,36
2020,11,9,20,25.9,25.9,25.9,25.9,25.9,25.9,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,35,35,35,35
2020,11,9,21,26.4,26.4,26.4,26.4,26.4,26.4,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,32.8,32.8,32.8,32.8
2020,11,9,22,17.5,17.5,17.5,17.5,17.5,17.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,32.4,32.4,32.4,32.4
2020,11,9,23,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,33.2,33.2,33.2,33.2
2020,11,9,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,24.3,24.3,24.3,24.3
2020,11,10,1,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,24.8,24.8,24.8,24.8
2020,11,10,2,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,21.3,21.3,21.3,21.3
2020,11,10,3,13.2,13.2,13.2,13.2,13.2,13.2,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,6,6,6,6
2020,11,10,4,13.2,13.2,13.2,13.2,13.2,13.2,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,22.1,22.1,22.1,22.1
2020,11,10,5,13.2,13.2,13.2,13.2,13.2,13.2,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
2020,11,10,6,13.2,13.2,13.2,13.2,13.2,13.2,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,21.4,21.4,21.4,21.4
2020,11,10,7,13.2,13.2,13.2,13.2,13.2,13.2,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,22.4,22.4,22.4,22.4
2020,11,10,8,12.7,12.7,12.7,12.7,12.7,12.7,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,20.4,22.7,22.7,22.7,22.7
2020,11,10,9,15.1,15.1,15.1,15.1,15.1,15.1,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,30.8,30.8,30.8,30.8
2020,11,10,10,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,27.6,27.6,27.6,27.6
2020,11,10,11,25.9,25.9,25.9,25.9,25.9,25.9,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,24.4,24.4,24.4,24.4
2020,11,10,12,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,31.4,31.4,31.4,31.4
2020,11,10,13,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,34.9,34.9,34.9,34.9
2020,11,10,14,25.5,25.5,25.5,25.5,25.5,25.5,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,32.4,32.4,32.4,32.4
2020,11,10,15,26.4,26.4,26.4,26.4,26.4,26.4,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,32.1,32.1,32.1,32.1
2020,11,10,16,26.4,26.4,26.4,26.4,26.4,26.4,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,29.8,29.8,29.8,29.8
2020,11,10,17,25.9,25.9,25.9,25.9,25.9,25.9,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,28.4,31.8,31.8,31.8,31.8
2020,11,10,18,26.4,26.4,26.4,26.4,26.4,26.4,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.6,28.4,28.4,28.4,28.4
2020,11,10,19,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,29.5,29.5,29.5,29.5
2020,11,10,20,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,35.7,35.7,35.7,35.7
2020,11,10,21,25.9,25.9,25.9,25.9,25.9,25.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,27.2,27.2,27.2,27.2
2020,11,10,22,26.4,26.4,26.4,26.4,26.4,26.4,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,24.1,31.2,31.2,31.2,31.2
2020,11,10,23,25.5,25.5,25.5,25.5,25.5,25.5,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,26.9,26.9,26.9,26.9
2020,11,10,24,16.5,16.5,16.5,16.5,16.5,16.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,30.1,30.1,30.1,30.1
2020,11,11,1,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,21.1,21.1,21.1,21.1
2020,11,11,2,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,26,26,26,26
2020,11,11,3,12.7,12.7,12.7,12.7,12.7,12.7,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,26.5,26.5,26.5,26.5
2020,11,11,4,13.2,13.2,13.2,13.2,13.2,13.2,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,26.2,26.2,26.2,26.2
2020,11,11,5,12.7,12.7,12.7,12.7,12.7,12.7,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,23,23,23,23
2020,11,11,6,13.2,13.2,13.2,13.2,13.2,13.2,27,27,27,27,27,27,27,27,27,27,22,22,22,22
2020,11,11,7,13.2,13.2,13.2,13.2,13.2,13.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,34.3,34.3,34.3,34.3
2020,11,11,8,12.7,12.7,12.7,12.7,12.7,12.7,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,36.6,36.6,36.6,36.6
2020,11,11,9,20.3,20.3,20.3,20.3,20.3,20.3,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,36,36,36,36
2020,11,11,10,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,34.8,34.8,34.8,34.8
2020,11,11,11,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,36.4,36.4,36.4,36.4
2020,11,11,12,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,40.2,40.2,40.2,40.2
2020,11,11,13,26.4,26.4,26.4,26.4,26.4,26.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,40.3,40.3,40.3,40.3
2020,11,11,14,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,42.1,42.1,42.1,42.1
2020,11,11,15,25.9,25.9,25.9,25.9,25.9,25.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,41.9,41.9,41.9,41.9
2020,11,11,16,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,42.4,42.4,42.4,42.4
2020,11,11,17,25.5,25.5,25.5,25.5,25.5,25.5,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,37.9,37.9,37.9,37.9
2020,11,11,18,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,35,35,35,35
2020,11,11,19,26.4,26.4,26.4,26.4,26.4,26.4,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,38.6,38.6,38.6,38.6
2020,11,11,20,25.9,25.9,25.9,25.9,25.9,25.9,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,39.8,39.8,39.8,39.8
2020,11,11,21,26.4,26.4,26.4,26.4,26.4,26.4,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,39.8,39.8,39.8,39.8
2020,11,11,22,16,16,16,16,16,16,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,39.7,39.7,39.7,39.7
2020,11,11,23,13.2,13.2,13.2,13.2,13.2,13.2,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,36.1,36.1,36.1,36.1
2020,11,11,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,22.4,22.4,22.4,22.4
2020,11,12,1,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,18.2,18.2,18.2,18.2
2020,11,12,2,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,16.6,16.6,16.6,16.6
2020,11,12,3,12.7,12.7,12.7,12.7,12.7,12.7,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,16.5,16.5,16.5,16.5
2020,11,12,4,13.2,13.2,13.2,13.2,13.2,13.2,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,18.3,10,10,10,10
2020,11,12,5,13.2,13.2,13.2,13.2,13.2,13.2,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,14.7,14.7,14.7,14.7
2020,11,12,6,12.7,12.7,12.7,12.7,12.7,12.7,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.7,19.7,19.7,19.7
2020,11,12,7,13.2,13.2,13.2,13.2,13.2,13.2,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,22.9,22.9,22.9,22.9
2020,11,12,8,13.2,13.2,13.2,13.2,13.2,13.2,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,30.6,30.6,30.6,30.6
2020,11,12,9,13.2,13.2,13.2,13.2,13.2,13.2,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,34.8,34.8,34.8,34.8
2020,11,12,10,25.5,25.5,25.5,25.5,25.5,25.5,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,28.2,24.1,24.1,24.1,24.1
2020,11,12,11,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,24.2,24.2,24.2,24.2
2020,11,12,12,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,18,18,18,18
2020,11,12,13,25.9,25.9,25.9,25.9,25.9,25.9,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.6,29.6,29.6,29.6
2020,11,12,14,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,33.3,33.3,33.3,33.3
2020,11,12,15,25.9,25.9,25.9,25.9,25.9,25.9,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,30.4,30.4,30.4,30.4
2020,11,12,16,26.4,26.4,26.4,26.4,26.4,26.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,31,31,31,31
2020,11,12,17,26.4,26.4,26.4,26.4,26.4,26.4,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,30.4,30.4,30.4,30.4
2020,11,12,18,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,34.7,34.7,34.7,34.7
2020,11,12,19,26.4,26.4,26.4,26.4,26.4,26.4,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,32.9,32.9,32.9,32.9
2020,11,12,20,25.9,25.9,25.9,25.9,25.9,25.9,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,33.1,33.1,33.1,33.1
2020,11,12,21,25.9,25.9,25.9,25.9,25.9,25.9,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,32.9,32.9,32.9,32.9
2020,11,12,22,17,17,17,17,17,17,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,33.4,33.4,33.4,33.4
2020,11,12,23,16,16,16,16,16,16,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,34.9,34.9,34.9,34.9
2020,11,12,24,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,27.7,27.7,27.7,27.7
2020,11,13,1,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,21.7,21.7,21.7,21.7
2020,11,13,2,13.2,13.2,13.2,13.2,13.2,13.2,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,10.7,10.7,10.7,10.7
2020,11,13,3,13.2,13.2,13.2,13.2,13.2,13.2,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,5.7,5.7,5.7,5.7
2020,11,13,4,13.2,13.2,13.2,13.2,13.2,13.2,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,5.5,5.5,5.5,5.5
2020,11,13,5,13.2,13.2,13.2,13.2,13.2,13.2,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,19.3,4.7,4.7,4.7,4.7
2020,11,13,6,12.7,12.7,12.7,12.7,12.7,12.7,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,19.1,3.8,3.8,3.8,3.8
2020,11,13,7,13.2,13.2,13.2,13.2,13.2,13.2,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,24.6,24.6,24.6,24.6
2020,11,13,8,13.2,13.2,13.2,13.2,13.2,13.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,27.2,27.2,27.2,27.2
2020,11,13,9,13.2,13.2,13.2,13.2,13.2,13.2,29,29,29,29,29,29,29,29,29,29,29,29,29,29
2020,11,13,10,12.7,12.7,12.7,12.7,12.7,12.7,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,29.4,28.9,28.9,28.9,28.9
2020,11,13,11,15.1,15.1,15.1,15.1,15.1,15.1,29,29,29,29,29,29,29,29,29,29,29.4,29.4,29.4,29.4
2020,11,13,12,21.2,21.2,21.2,21.2,21.2,21.2,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.9,29.9,29.9,29.9
2020,11,13,13,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,29.7,29.7,29.7,29.7
2020,11,13,14,26.4,26.4,26.4,26.4,26.4,26.4,29,29,29,29,29,29,29,29,29,29,35.9,35.9,35.9,35.9
2020,11,13,15,25.9,25.9,25.9,25.9,25.9,25.9,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,36.5,36.5,36.5,36.5
2020,11,13,16,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,33.8,33.8,33.8,33.8
2020,11,13,17,25.9,25.9,25.9,25.9,25.9,25.9,29,29,29,29,29,29,29,29,29,29,33.8,33.8,33.8,33.8
